city,state,ward_id,population,households,organic_waste_tpd,animal_waste_tpd,total_waste_tpd,estimated_biogas_m3_day,estimated_methane_pct,electricity_potential_kwh_day,latitude,longitude,collection_efficiency_pct,digester_capacity_tpd,plant_utilization_pct,recommended_ai_cluster,co2_reduction_tonnes_year
Solapur,Maharashtra,22,11685,453,8.61,12.29,11.72,238.19,53.95,1930.68,17.724267,75.924363,77.76,46.09,55.83,2,1054.6
Solapur,Maharashtra,47,7224,2050,7.72,13.93,14.48,1111.1,53.37,1518.64,17.680666,75.948581,84.58,43.12,88.32,4,1669.58
Solapur,Maharashtra,30,7397,961,9.67,5.88,17.77,184.87,56.98,1769.15,17.622956,75.916719,86.35,26.58,47.66,4,2349.92
Solapur,Maharashtra,43,4932,2267,22.83,9.11,11.96,1149.67,53.98,1482.48,17.675838,75.874484,67.07,46.58,77.13,6,2012.22
Solapur,Maharashtra,48,10972,382,4.25,14.44,10.53,764.24,61.01,1756.44,17.661981,75.921655,75.5,48.63,57.82,6,1622.6
Solapur,Maharashtra,17,7776,1749,21.15,4.57,38.32,81.42,59.54,156.68,17.731526,75.909793,79.84,27.62,69.09,2,1798.07
Solapur,Maharashtra,26,7395,1598,10.35,4.46,36.99,1081.29,63.12,2337.61,17.618908,75.87118,87.78,12.9,44.98,2,2255.18
Solapur,Maharashtra,36,8615,2631,14.24,10.14,4.74,664.32,51.24,410.66,17.731281,75.935111,85.46,34.64,55.32,2,2308.23
Solapur,Maharashtra,1,8156,1279,20.38,9.66,15.54,374.19,63.73,1104.69,17.676832,75.89274,94.52,48.89,65.04,3,2329.25
Solapur,Maharashtra,8,2075,2520,22.4,5.44,17.99,939.35,54.4,1961.94,17.660655,75.946198,55.32,44.25,51.59,5,1546.46
Solapur,Maharashtra,49,8529,1959,10.26,5.72,11.84,1117.87,57.36,1172.79,17.624295,75.92229,72.5,43.78,67.09,1,997.14
Solapur,Maharashtra,35,7599,1698,12.89,5.36,26.27,621.73,56.58,2375.08,17.705123,75.914456,65.24,47.02,50.99,6,423.59
Solapur,Maharashtra,15,10999,932,11.83,14.0,26.69,433.42,61.4,1248.83,17.739021,75.922835,59.8,45.23,72.51,7,999.05
Solapur,Maharashtra,47,4692,1831,2.8,11.91,34.47,963.62,56.3,2206.11,17.656307,75.89781,91.46,39.93,85.22,7,2269.94
Solapur,Maharashtra,22,4678,1086,9.16,15.07,30.41,843.6,64.15,2055.45,17.636238,75.900523,94.92,37.32,44.27,4,2148.74
Solapur,Maharashtra,14,7552,697,12.83,17.57,23.08,1075.4,63.54,2455.32,17.68323,75.935121,62.22,16.91,50.83,6,1313.94
Solapur,Maharashtra,26,4234,1443,11.75,8.8,27.18,855.62,63.08,2327.39,17.719428,75.918093,56.54,32.96,82.22,1,1344.38
Solapur,Maharashtra,28,7616,1233,18.74,1.67,13.14,352.75,51.07,2260.59,17.600565,75.939724,66.0,28.47,71.58,2,824.34
Solapur,Maharashtra,23,11904,1760,11.16,1.34,24.94,1123.46,62.81,1869.27,17.694707,75.939083,88.39,43.79,43.94,7,1156.28
Solapur,Maharashtra,14,5068,2152,13.51,5.67,21.1,197.42,61.72,1012.45,17.689477,75.947649,66.76,27.13,64.32,6,1748.94
Solapur,Maharashtra,24,11347,585,12.17,16.82,7.93,380.1,51.55,399.39,17.647723,75.920021,57.28,10.75,50.49,5,1037.54
Solapur,Maharashtra,2,11271,564,19.16,9.66,11.97,662.62,51.61,1768.32,17.667713,75.90023,57.1,5.22,49.95,5,548.6
Solapur,Maharashtra,45,3703,2667,21.92,5.26,13.79,713.63,51.52,2449.84,17.637044,75.866631,72.1,35.5,87.03,3,1353.16
Solapur,Maharashtra,26,2890,2436,14.47,7.49,37.2,97.15,50.17,1857.52,17.718483,75.920538,92.27,29.75,78.08,6,633.77
Solapur,Maharashtra,14,3242,1977,20.26,10.98,11.52,954.24,58.23,2332.51,17.69518,75.879158,66.44,19.89,74.81,2,2341.38
Solapur,Maharashtra,51,3425,1526,9.18,11.93,13.7,485.0,64.6,2040.12,17.679907,75.878295,72.09,12.6,51.95,4,1009.98
Solapur,Maharashtra,7,2119,1120,14.68,3.19,16.67,535.19,56.58,533.32,17.658879,75.873829,59.08,26.0,45.93,3,2194.04
Solapur,Maharashtra,3,2774,2062,10.27,17.6,27.56,986.49,58.11,735.63,17.643708,75.937512,74.74,9.51,83.54,2,634.26
Solapur,Maharashtra,47,2456,2681,11.82,10.03,7.37,504.8,64.52,953.38,17.72341,75.936796,82.86,20.12,40.29,3,551.4
Solapur,Maharashtra,23,3439,2569,18.98,2.87,38.3,132.89,53.83,545.41,17.667711,75.913097,65.85,22.06,59.4,6,1526.53
Solapur,Maharashtra,46,5453,340,22.34,16.14,35.03,277.61,62.88,1516.88,17.675217,75.897298,66.87,25.95,53.88,1,1896.98
Solapur,Maharashtra,43,2468,2031,5.23,1.81,24.36,1150.61,58.2,2442.31,17.678124,75.917211,88.68,26.0,68.52,7,1412.22
Solapur,Maharashtra,47,11008,367,16.78,16.39,27.94,158.85,58.54,1939.43,17.667255,75.910723,55.41,16.57,52.53,6,643.93
Solapur,Maharashtra,45,10735,1287,15.6,17.94,3.62,477.52,55.15,1144.96,17.638413,75.891573,80.46,43.26,55.56,2,206.4
Solapur,Maharashtra,18,1781,2099,5.16,12.76,15.54,643.56,58.42,160.59,17.618051,75.887963,70.76,21.0,82.5,4,1529.7
Solapur,Maharashtra,38,7762,1921,7.27,13.98,32.44,632.47,51.1,886.2,17.614781,75.888279,66.94,15.33,70.16,4,418.76
Solapur,Maharashtra,35,2558,1955,9.5,6.4,5.87,84.44,61.47,1387.88,17.713619,75.908913,81.3,12.91,47.28,2,902.44
Solapur,Maharashtra,51,5793,1578,6.26,16.98,13.45,641.3,54.27,911.99,17.633529,75.914767,88.39,19.52,76.32,3,1660.79
Solapur,Maharashtra,15,6678,994,7.98,9.77,24.66,509.83,63.31,410.93,17.608351,75.895174,77.34,8.04,50.37,5,343.49
Solapur,Maharashtra,25,8480,1385,8.52,13.32,12.49,1168.73,55.52,1190.5,17.719628,75.946869,56.24,6.48,61.65,2,410.13
Solapur,Maharashtra,37,10700,2779,10.05,16.67,37.56,258.26,52.14,745.14,17.623109,75.858385,73.46,32.23,72.33,7,260.6
Solapur,Maharashtra,28,2729,1993,19.36,17.57,7.85,476.65,60.44,2286.7,17.693772,75.884705,73.51,32.86,53.6,6,2391.06
Solapur,Maharashtra,10,10727,2615,15.37,15.08,32.5,549.82,52.47,389.12,17.650796,75.891907,76.75,28.83,59.21,4,1002.54
Solapur,Maharashtra,39,6085,1358,24.69,5.8,21.79,517.58,61.31,265.51,17.618972,75.851692,81.84,39.3,76.71,1,2185.21
Solapur,Maharashtra,17,9967,1078,11.83,17.41,30.76,825.73,64.52,162.49,17.662172,75.886496,55.77,6.76,86.9,4,789.38
Solapur,Maharashtra,39,4240,793,19.46,11.49,14.5,321.37,61.69,920.96,17.602221,75.877371,75.08,47.12,66.46,5,1837.3
Solapur,Maharashtra,22,3789,1885,22.11,16.79,22.04,327.6,50.34,1701.91,17.726157,75.900604,78.53,9.28,40.5,4,619.47
Solapur,Maharashtra,26,2739,1792,17.78,12.33,34.7,896.72,59.0,1866.47,17.677025,75.883641,68.73,35.33,56.92,5,1256.18
Solapur,Maharashtra,44,6870,2090,11.77,5.88,20.27,640.33,60.43,1215.16,17.620874,75.922618,81.73,11.0,59.93,7,2000.12
Solapur,Maharashtra,25,1625,960,19.46,6.98,16.31,544.97,62.38,1758.17,17.635547,75.900993,64.13,44.6,56.96,2,1981.24
Solapur,Maharashtra,17,8973,1648,7.08,10.13,22.84,269.51,50.84,995.8,17.667196,75.862976,67.69,27.98,61.81,4,1930.96
Solapur,Maharashtra,13,10900,1627,9.87,14.33,29.54,290.03,57.2,1719.34,17.62833,75.925006,93.51,8.7,71.63,3,1998.11
Solapur,Maharashtra,20,6842,1599,14.8,6.06,19.41,91.82,58.03,245.4,17.64029,75.859923,68.92,32.75,46.06,6,602.16
Solapur,Maharashtra,25,8851,2286,15.45,10.65,37.74,182.4,52.54,1068.27,17.680158,75.933905,68.86,5.41,53.63,3,1219.45
Solapur,Maharashtra,4,8138,2344,3.0,6.55,13.91,703.66,54.84,2008.5,17.724891,75.943142,78.83,39.92,65.38,6,1225.51
Solapur,Maharashtra,10,8070,2228,23.77,14.78,20.59,1078.9,56.6,2037.06,17.660276,75.882245,93.84,34.28,55.78,4,2150.35
Solapur,Maharashtra,3,4749,1647,18.17,8.67,31.01,401.62,62.5,1832.95,17.707546,75.942614,94.32,14.57,89.55,7,796.91
